0,1,2,3
537.0,552.0,5.558004427209333,2.0
565.0,1253.0,5.562310236683822,3.0
135.0,1068.0,5.567962502664856,3.0
578.0,1396.0,5.575629052289797,4.0
796.0,1242.0,5.581263688902863,3.0
1022.0,1393.0,5.581550559650676,4.0
1066.0,1380.0,5.583175018010915,9.0
1363.0,1383.0,5.604349107442133,6.0
827.0,1268.0,5.605389038825815,4.0
1193.0,1426.0,5.6175070416796435,5.0
1247.0,1377.0,5.617786477843908,6.0
703.0,778.0,5.619403573419571,2.0
442.0,1369.0,5.627730980855695,4.0
1113.0,1127.0,5.62998513130773,4.0
737.0,751.0,5.6347820434314215,2.0
1167.0,1204.0,5.636791883345659,5.0
863.0,907.0,5.646470753445483,2.0
840.0,1086.0,5.650068562587103,3.0
772.0,1304.0,5.654013457269823,3.0
143.0,1300.0,5.654585240778001,3.0
253.0,268.0,5.655512903670817,2.0
1050.0,1107.0,5.672168343078693,4.0
1133.0,1436.0,5.676803499926683,5.0
580.0,1156.0,5.694130198043493,3.0
88.0,984.0,5.6997255202939145,3.0
1294.0,1429.0,5.7015241476052365,4.0
675.0,1427.0,5.705360567277579,4.0
1322.0,1431.0,5.706557932087833,4.0
698.0,700.0,5.70941804077718,2.0
1044.0,1340.0,5.714833013408565,5.0
1148.0,1428.0,5.715773245713581,11.0
1371.0,1437.0,5.745364347561625,8.0
550.0,562.0,5.748228954552651,2.0
1071.0,1147.0,5.753789797174825,4.0
485.0,889.0,5.758663451716489,2.0
283.0,1441.0,5.760993551838161,3.0
964.0,1368.0,5.7618497221298925,4.0
814.0,1087.0,5.763873654765585,3.0
1338.0,1357.0,5.769567879034864,5.0
15.0,1472.0,5.770072407735212,5.0
420.0,1366.0,5.773343477187742,4.0
27.0,1465.0,5.781900557013269,5.0
50.0,1298.0,5.806104561014664,3.0
634.0,641.0,5.807282965309847,2.0
916.0,1045.0,5.829451840391218,3.0
162.0,1153.0,5.834943986462608,3.0
1118.0,1135.0,5.861172318870385,4.0
716.0,1228.0,5.861949011462909,3.0
1209.0,1487.0,5.868144748045285,4.0
18.0,1129.0,5.87245518676985,3.0
1388.0,1439.0,5.893035240928753,5.0
1450.0,1457.0,5.898502453572102,10.0
1237.0,1484.0,5.920829611429503,6.0
310.0,549.0,5.927366534895243,2.0
818.0,1471.0,5.933322760351079,4.0
1108.0,1234.0,5.941267741857222,5.0
1211.0,1330.0,5.945113568772374,4.0
1345.0,1404.0,5.960291006118737,5.0
835.0,1466.0,5.986267790778395,3.0
183.0,627.0,5.988366477694148,2.0
1163.0,1220.0,5.990340186709812,6.0
24.0,1508.0,5.995849014678455,4.0
1137.0,1230.0,6.010640169916569,4.0
1292.0,1461.0,6.012445661178124,5.0
808.0,1001.0,6.021952469809233,3.0
492.0,1374.0,6.025049220631291,3.0
614.0,1502.0,6.0347218570092656,3.0
31.0,1269.0,6.04572821816339,4.0
192.0,232.0,6.049120349665094,2.0
1078.0,1485.0,6.060120927783746,5.0
363.0,934.0,6.064677187201939,2.0
528.0,1307.0,6.065208993442949,4.0
1161.0,1175.0,6.08274547410471,4.0
1314.0,1395.0,6.095767812307288,5.0
1288.0,1306.0,6.103931881765445,5.0
1051.0,1376.0,6.108364829797985,4.0
1337.0,1480.0,6.109818073271118,8.0
1453.0,1521.0,6.110287894447226,14.0
17.0,887.0,6.113119601430708,2.0
45.0,1408.0,6.119984954100038,3.0
1024.0,1398.0,6.136082777992863,4.0
1009.0,1462.0,6.138279401544047,8.0
624.0,1075.0,6.138397606398342,3.0
854.0,1382.0,6.155472287321091,5.0
875.0,1236.0,6.155541626901827,4.0
996.0,1088.0,6.156389152859276,4.0
1203.0,1358.0,6.162612871127143,4.0
1177.0,1566.0,6.1786109751455465,7.0
1444.0,1529.0,6.190620989262048,8.0
980.0,986.0,6.196694123327575,5.0
1141.0,1341.0,6.1972222901442215,5.0
1425.0,1520.0,6.20668158929503,8.0
399.0,1445.0,6.213243421276744,3.0
1121.0,1362.0,6.213249059749006,6.0
42.0,1517.0,6.217734209640974,5.0
1105.0,1518.0,6.226661858373962,6.0
450.0,1532.0,6.238656985501406,6.0
1254.0,1470.0,6.240796075277052,10.0
1361.0,1405.0,6.244746218701428,7.0
1309.0,1498.0,6.258886973423726,9.0
84.0,1333.0,6.267199806794989,4.0
490.0,1310.0,6.274830541780436,3.0
1229.0,1477.0,6.2847513500013505,6.0
242.0,744.0,6.286659325446265,2.0
1347.0,1568.0,6.28951531049738,17.0
216.0,266.0,6.307381864121221,2.0
1100.0,1512.0,6.3077083389084985,6.0
1448.0,1595.0,6.337397720829557,19.0
1130.0,1443.0,6.340755198658929,4.0
1433.0,1482.0,6.348697946331399,5.0
1185.0,1540.0,6.34882696474744,5.0
403.0,1525.0,6.364977157138627,3.0
908.0,1545.0,6.405385911715721,5.0
205.0,1350.0,6.409693676851837,3.0
947.0,1284.0,6.417951864150295,3.0
1119.0,1319.0,6.430119162514261,4.0
865.0,1084.0,6.431776138560423,3.0
1215.0,1233.0,6.446312052547588,5.0
902.0,1053.0,6.448435377641429,4.0
1356.0,1490.0,6.459833192866274,4.0
1503.0,1516.0,6.462536531624452,8.0
13.0,1240.0,6.466530553410518,4.0
1452.0,1460.0,6.508610065993217,6.0
1093.0,1145.0,6.508796372242894,6.0
1554.0,1587.0,6.509805937297869,11.0
1409.0,1493.0,6.515205082299396,5.0
229.0,1585.0,6.515898834092151,6.0
484.0,553.0,6.522411998095767,2.0
350.0,1552.0,6.5315852176817035,5.0
668.0,1541.0,6.537804828039824,6.0
1222.0,1352.0,6.544228854468962,4.0
1123.0,1171.0,6.5556222161095254,5.0
489.0,1549.0,6.560710030241753,4.0
1266.0,1567.0,6.595207781309982,11.0
763.0,1458.0,6.614984704846039,3.0
