Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC75,2.155371009153686,0.002248013612990519,0.8477236488154766
PC76,2.0939838362952035,0.0021839878839337587,0.8499076366994104
PC77,2.035006391626467,0.002122475458503682,0.852030112157914
PC78,2.0044700629432435,0.0020906266110063813,0.8541207387689204
PC79,1.9694419421286193,0.002054092904236487,0.8561748316731569
PC80,1.8583085509031465,0.0019381827545352714,0.8581130144276922
PC81,1.8171845594549842,0.0018952911631557091,0.8600083055908478
PC82,1.788821515904411,0.0018657090133834676,0.8618740146042313
PC83,1.73026010299045,0.0018046305016713544,0.8636786451059026
PC84,1.7213210942881008,0.001795307274642606,0.8654739523805453
PC85,1.7102649241800216,0.001783775885937392,0.8672577282664826
PC86,1.6693707135062266,0.0017411239518171078,0.8689988522182998
PC87,1.6419636851021857,0.0017125389088327478,0.8707113911271325
PC88,1.6143401420646746,0.0016837280449380266,0.8723951191720705
PC89,1.5709325402452678,0.0016384546885725192,0.874033573860643
PC90,1.5514632630308587,0.001618148578846072,0.8756517224394891
PC91,1.5411555868776465,0.0016073978560181643,0.8772591202955072
PC92,1.5226098657340719,0.0015880549988411756,0.8788471752943484
PC93,1.4516244386809456,0.001514018461436865,0.8803611937557853
PC94,1.4363974088886553,0.0014981369402912682,0.8818593306960765
PC95,1.4215708333420893,0.0014826730857988577,0.8833420037818753
PC96,1.3861975901326844,0.0014457794225118162,0.8847877832043871
PC97,1.3743940076570478,0.0014334684960056153,0.8862212517003927
